:START_ID,:END_ID,:TYPE
ec8c674ecb0b9697c8d64b93ee957a4f,12027810559,review_of
39aa67d64b07d94e6c1a9b6b6dff35bc,11960956480,review_of
03929276353383f25e2fcc1c641e99a7,11905821475,review_of
50768248ce64cc75f775a8b01d86c8d6,11957753001,review_of
d6735da1d260d8e6406a3c1f060d628f,12091008961,review_of
4e32c33ac126c3c1a966e35f6503fdfa,12039584475,review_of
86c751727574742be5538fada0151631,11905506291,review_of
bac9e6fc9756ec26a0d1f44539cb9cde,11909732227,review_of
b5f80979d7a9fedf45de63ab9d76a1be,12126610027,review_of
3ddd5d9ceadb5e7e54529ba7d2fbc327,11937395911,review_of
e2078924f90a5af83148e33921a6c530,12220553749,review_of
3c2ac2c4ecd03c55c5d7cbb5451600ed,11965949618,review_of
249b90ad74272335710c06bb3534dcaa,12236704305,review_of
6d2b66cc4b8be2b090bcf799a7e49d47,12233710037,review_of
3a20cd505d8558476b710679739fbe69,11903003382,review_of
dcfda9107ae03eca778ff7e36d485bfd,11926041808,review_of
d07c7c1d34b98c22d0739057fc8c87e2,11968271459,review_of
24e9d51223da21f9cb441aa653b4c704,12252922305,review_of
5e183be2f4f338cca05908fdbd1b1ba7,12133517227,review_of
3c71ca501ee184d513d9588ca422348e,11960819225,review_of
569772645f2121969f650f762095cd9e,11903656043,review_of
b53cb05fab4995c42a284c4686692fb0,11902698416,review_of
15a997aea95b3308f7011e1e39948bca,11926898248,review_of
a3ad7f6caa6ea248cbf4a14baf5453af,11899008897,review_of
9eeacd797704047929277639b745f1a0,11903339759,review_of
ac1111c13fb0185da2bd8eba5caeb3c4,11902053404,review_of
32a0d1acc1f34b2682ba7a4c90614d8e,11899292451,review_of
fa27d76abd99abcfac9b93a3bdc2bfeb,11967160026,review_of
1acbd5e1ba335530596722754df995e9,11935283880,review_of
8e2f80eee0e7cdaf0647a1f76ec93c46,11911199347,review_of
11ea53eb4aff98a111c8b77602a04d3e,12036035598,review_of
f3caabedf6b53703c9a4b6becc1c6ae2,11906165224,review_of
93e979917093dd94efe912eacf2c3171,11903628468,review_of
0fd81b818c6ac46dd7b32c2c111e68fc,12254680344,review_of
8d4e91ef71a6918794f5a63fa7abe8a5,12110364386,review_of
4cffef60db839ad69718953b14082c8d,12048825301,review_of
80a2f9fe5d7a6f4d559089ee3c277a05,11904324672,review_of
1986ce8d4cc7ff2f90981e8caebddfca,12259231662,review_of
35949fc2dfa8a359c9295c8c744c4d4a,12249588922,review_of
253c722f2fa7a89f4a47c4691620d5cd,12020578085,review_of
ad3a9133df892667db9995139c366062,12241497666,review_of
686d4fe64dc9dcd9395b028054b3079c,12254058696,review_of
106287d56ffc21da4d72adf8c3b0b2de,12131713907,review_of
dd8d8a4f35c505152b3ea320ac1cafeb,11940315530,review_of
54d7feeb6edecd122ba942c552f16114,12249256526,review_of
40d26aebfb6689a9afabe886c2cae308,11978619761,review_of
199c66f7b2254eed7554d58dadf58fae,11902791440,review_of
d48f411e4e437eef5b6af6f5347dfb54,12255381576,review_of
5e3bbaa839e95f7a9737cd137fc42981,11905517073,review_of
8b7bfd44eb0202fc2cafef6c85eae263,12253443954,review_of
10481b01ab74f30df5e29dad84b5e8c4,12233911571,review_of
f4c61c047b8fa016a5468449b1e3d11a,12250322799,review_of
b58e727746577374cce62e18ca475cf1,12245906394,review_of
8cbb0c8f7533079934bf5617b8e728b3,12230531086,review_of
7f9787cba3ab63c6b3b4d0af16146d1c,12255360378,review_of
b78d610e6780de4a7d548bb9529bbd34,12131304028,review_of
56d6d12a2be89e93645c2e7ec9ed490f,12237847289,review_of
eff549e6e4817ee1d97f87c5de2283b3,12198477680,review_of
b254ea0f93729365de807439bd5b750d,12178861689,review_of
8db4c464754644ed47872f92def8c768,12189796296,review_of
2cf034e8c64424a47c6ace8dfa866275,12259118439,review_of
e30f86785b6cbca5e62793a9c452e308,12254694748,review_of
0d90fd5669615290851a623be68d6738,12252682524,review_of
e45936a8ee35f11a527566b44156c25a,12257857504,review_of
f75158734a6e98b38bf467ba1ff2e5e5,12208666095,review_of
cb50a7b17d3f33a07a53c47f9be10379,11931102174,review_of
3c37c1b957e45f178de12032e5ed24bd,12165026229,review_of
8759ab190a748603d27034ff11894f18,12255635854,review_of
a1179dc608fc85ea2ce818ff627d5743,12238051339,review_of
0d32b630b3fb32a45de4bd6f7a5548e9,12000150302,review_of
e77b753c9def8136b64ea027d79e6d56,12252929162,review_of
9464a7028f27084c4efb04449ddb197f,12253507476,review_of
f3040350d1213cccbe08c1334777b0f9,12250578054,review_of
4e1eb5ad0b0f8fe08534a41cdbb477c9,12257497064,review_of
3886c7f09359edd5c55e095819ba4467,12252506504,review_of
a7ed72d033d63376ff6d6913735e1dae,11910221956,review_of
09ee87c966cbdf0eb1ce9e71d7420bc3,11904119191,review_of
3114c6a82a6a13bce92210f5b3d6e9ce,11902753030,review_of
0340ae0d6c6c86f773d133fefac04908,12253075489,review_of
86d34f557e7f977152e5398306571488,11899233901,review_of
34bd57c91386770acae8145b4a3fe7e5,12041504715,review_of
b06291428d84ba6416a03118d64b8b63,12231935917,review_of
0d5aab2462004bb1a5d6eb856ea595a7,12255309832,review_of
e7d9ddf0e1536f7d5f07678d2b74ab58,11925804136,review_of
2d6fef8e9fc5c1b1d18ef916ab3cf6c9,12258781104,review_of
f73df7bd312ab11b4636b8451eb80b72,11942918094,review_of
24687e12c2c62794dc21259b7526e362,12256651209,review_of
a86af3c60316e6d0f6c10d49c2b513b7,12065077571,review_of
2e5e610e0b39b10d4c34e49da15e1456,12166732335,review_of
81115cc571936fbe2a464f2a4668a00e,12236168411,review_of
36e435d6399644bcb6e6434fa20cdade,11990984104,review_of
b902871f24de3fbf8b4a2f3db5d611b7,12222505957,review_of
cff00ecdee68572c6283e82ff04d5c69,11901530548,review_of
