:START_ID,:END_ID,:TYPE
12027810559,8735304,review_on
11960956480,8735304,review_on
11905821475,8735304,review_on
11957753001,8735304,review_on
12091008961,8735304,review_on
12039584475,8735304,review_on
11905506291,8735304,review_on
11909732227,8735304,review_on
12126610027,8735304,review_on
11937395911,8735304,review_on
12220553749,8735304,review_on
11965949618,8735304,review_on
12236704305,8735304,review_on
12233710037,8735304,review_on
11903003382,8735304,review_on
11926041808,8735304,review_on
11968271459,8735304,review_on
12252922305,8735304,review_on
12133517227,8735304,review_on
11960819225,8735304,review_on
11903656043,8735304,review_on
11902698416,8735304,review_on
11926898248,8735304,review_on
11899008897,8735304,review_on
11903339759,8735304,review_on
11902053404,8735304,review_on
11899292451,8735304,review_on
11967160026,8735304,review_on
11935283880,8735304,review_on
11911199347,8735304,review_on
12036035598,8735304,review_on
11906165224,8735304,review_on
11903628468,8735304,review_on
12254680344,8735304,review_on
12110364386,8735304,review_on
12048825301,8735304,review_on
11904324672,8735304,review_on
12259231662,8735304,review_on
12249588922,8735304,review_on
12020578085,8735304,review_on
12241497666,8735304,review_on
12254058696,8735304,review_on
12131713907,8735304,review_on
11940315530,8735304,review_on
12249256526,8735304,review_on
11978619761,8735304,review_on
11902791440,8735304,review_on
12255381576,8735304,review_on
11905517073,8735304,review_on
12253443954,8735304,review_on
12233911571,8735304,review_on
12250322799,8735304,review_on
12245906394,8735304,review_on
12230531086,8735304,review_on
12255360378,8735304,review_on
12131304028,8735304,review_on
12237847289,8735304,review_on
12198477680,8735304,review_on
12178861689,8735304,review_on
12189796296,8735304,review_on
12259118439,8735304,review_on
12254694748,8735304,review_on
12252682524,8735304,review_on
12257857504,8735304,review_on
12208666095,8735304,review_on
11931102174,8735304,review_on
12165026229,8735304,review_on
12255635854,8735304,review_on
12238051339,8735304,review_on
12000150302,8735304,review_on
12252929162,8735304,review_on
12253507476,8735304,review_on
12250578054,8735304,review_on
12257497064,8735304,review_on
12252506504,8735304,review_on
11910221956,8735304,review_on
11904119191,8735304,review_on
11902753030,8735304,review_on
12253075489,8735304,review_on
11899233901,8735304,review_on
12041504715,8735304,review_on
12231935917,8735304,review_on
12255309832,8735304,review_on
11925804136,8735304,review_on
12258781104,8735304,review_on
11942918094,8735304,review_on
12256651209,8735304,review_on
12065077571,8735304,review_on
12166732335,8735304,review_on
12236168411,8735304,review_on
11990984104,8735304,review_on
12222505957,8735304,review_on
11901530548,8735304,review_on
12212467632,8735304,review_on
12125417747,8735304,review_on
12055337712,8735304,review_on
12238187573,8735304,review_on
12259129867,8735304,review_on
11952956615,8735304,review_on
11907067619,8735304,review_on
12057137496,8735304,review_on
12255864605,8735304,review_on
11930897995,8735304,review_on
12255570402,8735304,review_on
12253246507,8735304,review_on
12181023410,8735304,review_on
12184514982,8735304,review_on
12242666842,8735304,review_on
11967013019,8735304,review_on
12237331051,8735304,review_on
12047079596,8735304,review_on
11937082956,8735304,review_on
12257496749,8735304,review_on
11901052119,8735304,review_on
11940455584,8735304,review_on
12243606841,8735304,review_on
12254458954,8735304,review_on
12223394381,8735304,review_on
11932771162,8735304,review_on
12255654528,8735304,review_on
11975401498,8735304,review_on
11899410955,8735304,review_on
12258114562,8735304,review_on
12243378312,8735304,review_on
12257310303,8735304,review_on
12258248572,8735304,review_on
12253388923,8735304,review_on
12257827834,8735304,review_on
12191699048,8735304,review_on
12236206884,8735304,review_on
12237213581,8735304,review_on
12216929603,8735304,review_on
12257230715,8735304,review_on
12252138626,8735304,review_on
11937315543,8735304,review_on
12257131838,8735304,review_on
12257343750,8735304,review_on
12171061721,8735304,review_on
11931454630,8735304,review_on
12254891121,8735304,review_on
12254947981,8735304,review_on
11914991811,8735304,review_on
11913364736,8735304,review_on
12242601205,8735304,review_on
12132265573,8735304,review_on
12255874697,8735304,review_on
12249768424,8735304,review_on
12250870976,8735304,review_on
12234435764,8735304,review_on
12259514913,8735304,review_on
12259440278,8735304,review_on
12238084624,8735304,review_on
12259365967,8735304,review_on
12188791404,8735304,review_on
11904292184,8735304,review_on
12258793246,8735304,review_on
12257105927,8735304,review_on
12246287078,8735304,review_on
12057816180,8735304,review_on
12237255781,8735304,review_on
12253867913,8735304,review_on
12244206991,8735304,review_on
12236717550,8735304,review_on
12232904891,8735304,review_on
12233507533,8735304,review_on
12255033443,8735304,review_on
12249836719,8735304,review_on
12196521596,8735304,review_on
12255983811,8735304,review_on
12254809660,8735304,review_on
12245030462,8735304,review_on
12254381718,8735304,review_on
12253213780,8735304,review_on
12253372384,8735304,review_on
12248246719,8735304,review_on
12231504432,8735304,review_on
12258668398,8735304,review_on
12255666642,8735304,review_on
12253821938,8735304,review_on
12234881836,8735304,review_on
12236176767,8735304,review_on
12234443507,8735304,review_on
12248744145,8735304,review_on
12234304424,8735304,review_on
12257984279,8735304,review_on
12243813115,8735304,review_on
11909552726,8735304,review_on
12223818191,8735304,review_on
12241622567,8735304,review_on
12244432201,8735304,review_on
11909382112,8735304,review_on
12011208479,8735304,review_on
11918266291,8735304,review_on
12256347884,8735304,review_on
12231354668,8735304,review_on
12264496227,8735304,review_on
12249655617,8735304,review_on
11903348291,8735304,review_on
11900209690,8735304,review_on
12252097972,8735304,review_on
11945104369,8735304,review_on
11920265460,8735304,review_on
11925311954,8735304,review_on
11906254492,8735304,review_on
11990544964,8735304,review_on
12069058306,8735304,review_on
12255945124,8735304,review_on
12219277421,8735304,review_on
11915746786,8735304,review_on
11903660414,8735304,review_on
12237463093,8735304,review_on
12250541528,8735304,review_on
12251810916,8735304,review_on
12234140022,8735304,review_on
12249733218,8735304,review_on
11917407830,8735304,review_on
11899734888,8735304,review_on
11906769265,8735304,review_on
12008548333,8735304,review_on
12257138241,8735304,review_on
12250343205,8735304,review_on
11903877709,8735304,review_on
12130152201,8735304,review_on
12237132389,8735304,review_on
12271657979,8735304,review_on
12221259155,8735304,review_on
11902680333,8735304,review_on
12221307975,8735304,review_on
12271323237,8735304,review_on
12257656279,8735304,review_on
12254873172,8735304,review_on
12256667176,8735304,review_on
12267127590,8735304,review_on
12254403324,8735304,review_on
12035960852,8735304,review_on
12235007244,8735304,review_on
11929926896,8735304,review_on
12262426630,8735304,review_on
12253318646,8735304,review_on
12259662884,8735304,review_on
12244067988,8735304,review_on
12124489829,8735304,review_on
12238237011,8735304,review_on
12248562482,8735304,review_on
12257334256,8735304,review_on
12260569360,8735304,review_on
12137621879,8735304,review_on
12259456285,8735304,review_on
12237683971,8735304,review_on
12258229926,8735304,review_on
12233877523,8735304,review_on
12021982407,8735304,review_on
12258141173,8735304,review_on
11905417207,8735304,review_on
12122190170,8735304,review_on
12252460555,8735304,review_on
12255652109,8735304,review_on
12258621579,8735304,review_on
11909392938,8735304,review_on
12242709811,8735304,review_on
12250909964,8735304,review_on
12254029102,8735304,review_on
12255853530,8735304,review_on
12255246456,8735304,review_on
12238438476,8735304,review_on
11919400042,8735304,review_on
12236560800,8735304,review_on
12241963942,8735304,review_on
12250972775,8735304,review_on
12158513818,8735304,review_on
12024379009,8735304,review_on
12255844581,8735304,review_on
12260052261,8735304,review_on
12258986828,8735304,review_on
12254364141,8735304,review_on
12258047996,8735304,review_on
12250803663,8735304,review_on
12253398954,8735304,review_on
12083402765,8735304,review_on
11909953677,8735304,review_on
12233514494,8735304,review_on
12126524705,8735304,review_on
12232540540,8735304,review_on
12169469360,8735304,review_on
12271794599,8735304,review_on
12253615859,8735304,review_on
11967040391,8735304,review_on
12246979535,8735304,review_on
12249972497,8735304,review_on
12242337823,8735304,review_on
12250524666,8735304,review_on
12232662796,8735304,review_on
12256575371,8735304,review_on
12236611478,8735304,review_on
12251251845,8735304,review_on
12253948008,8735304,review_on
12202094402,8735304,review_on
12257228652,8735304,review_on
12017847763,8735304,review_on
12254711207,8735304,review_on
12241598411,8735304,review_on
12122849289,8735304,review_on
12245659470,8735304,review_on
12255483355,8735304,review_on
12254011368,8735304,review_on
12255808673,8735304,review_on
12255556889,8735304,review_on
12247532617,8735304,review_on
12270831879,8735304,review_on
12243079137,8735304,review_on
12252792208,8735304,review_on
11936301661,8735304,review_on
12254176052,8735304,review_on
12241734284,8735304,review_on
12270099185,8735304,review_on
12251680325,8735304,review_on
12252414767,8735304,review_on
12231084762,8735304,review_on
11921054201,8735304,review_on
12254853041,8735304,review_on
12270773043,8735304,review_on
12271906733,8735304,review_on
12272083439,8735304,review_on
12253691316,8735304,review_on
12246646144,8735304,review_on
12246357611,8735304,review_on
12254865827,8735304,review_on
11990929386,8735304,review_on
12250619681,8735304,review_on
12188609836,8735304,review_on
11962601653,8735304,review_on
12243375831,8735304,review_on
12272244854,8735304,review_on
12265389443,8735304,review_on
12268844559,8735304,review_on
12108728389,8735304,review_on
12247078976,8735304,review_on
12232347028,8735304,review_on
12256943238,8735304,review_on
12134125896,8735304,review_on
12241565497,8735304,review_on
12223900290,8735304,review_on
12254478329,8735304,review_on
12235244657,8735304,review_on
12244236841,8735304,review_on
12271882991,8735304,review_on
12254554188,8735304,review_on
12255186460,8735304,review_on
12256709820,8735304,review_on
12038846307,8735304,review_on
12253852634,8735304,review_on
12259402338,8735304,review_on
12253439388,8735304,review_on
12256795274,8735304,review_on
12254055207,8735304,review_on
12180451463,8735304,review_on
12257619956,8735304,review_on
12253948948,8735304,review_on
12258403702,8735304,review_on
12268624397,8735304,review_on
12253937790,8735304,review_on
12257426395,8735304,review_on
12267057447,8735304,review_on
12254413177,8735304,review_on
12231117291,8735304,review_on
12253646108,8735304,review_on
12253852104,8735304,review_on
12272345017,8735304,review_on
12250269021,8735304,review_on
12247547534,8735304,review_on
12245412645,8735304,review_on
12233074270,8735304,review_on
12253906261,8735304,review_on
12222286035,8735304,review_on
12231974132,8735304,review_on
12253189915,8735304,review_on
12250479801,8735304,review_on
12244507063,8735304,review_on
12247250456,8735304,review_on
12244600719,8735304,review_on
12255680172,8735304,review_on
12253436848,8735304,review_on
12253197128,8735304,review_on
12252949542,8735304,review_on
12271582703,8735304,review_on
12246677646,8735304,review_on
11931255237,8735304,review_on
12242202714,8735304,review_on
12253625401,8735304,review_on
12254463783,8735304,review_on
12254356133,8735304,review_on
11989690508,8735304,review_on
12258158108,8735304,review_on
12255553443,8735304,review_on
12247557622,8735304,review_on
12249321543,8735304,review_on
12257190668,8735304,review_on
12256103181,8735304,review_on
12261350982,8735304,review_on
12249919198,8735304,review_on
12248436415,8735304,review_on
12235526140,8735304,review_on
12256982319,8735304,review_on
12244233334,8735304,review_on
12233860558,8735304,review_on
12271884191,8735304,review_on
12271832407,8735304,review_on
11910797174,8735304,review_on
12243281620,8735304,review_on
12235505691,8735304,review_on
12235129629,8735304,review_on
12255097585,8735304,review_on
12272251773,8735304,review_on
12214909830,8735304,review_on
12253926566,8735304,review_on
11938635650,8735304,review_on
12241713146,8735304,review_on
12253450330,8735304,review_on
12246096100,8735304,review_on
12256590517,8735304,review_on
12143951733,8735304,review_on
12238508274,8735304,review_on
12250676861,8735304,review_on
12253967835,8735304,review_on
12253239320,8735304,review_on
12244614083,8735304,review_on
12259347384,8735304,review_on
12257220945,8735304,review_on
12257010516,8735304,review_on
12251944599,8735304,review_on
12258338328,8735304,review_on
12254386998,8735304,review_on
12250820598,8735304,review_on
12135092850,8735304,review_on
12257585828,8735304,review_on
12253959741,8735304,review_on
12253622546,8735304,review_on
12249271154,8735304,review_on
12124760704,8735304,review_on
12231030259,8735304,review_on
12254798383,8735304,review_on
12233413996,8735304,review_on
12252897487,8735304,review_on
12241716705,8735304,review_on
12251916307,8735304,review_on
11969535098,8735304,review_on
12255153881,8735304,review_on
12254523936,8735304,review_on
12256494497,8735304,review_on
12242535136,8735304,review_on
12233363692,8735304,review_on
12179940862,8735304,review_on
12269001791,8735304,review_on
12262127555,8735304,review_on
12238314927,8735304,review_on
12256266080,8735304,review_on
12259276304,8735304,review_on
12256358517,8735304,review_on
12253141517,8735304,review_on
12252743415,8735304,review_on
12258320769,8735304,review_on
12253453809,8735304,review_on
12255252925,8735304,review_on
12211690546,8735304,review_on
12248553891,8735304,review_on
12019627441,8735304,review_on
11969440145,8735304,review_on
12158662657,8735304,review_on
12255679305,8735304,review_on
12236182656,8735304,review_on
12261581683,8735304,review_on
12258591157,8735304,review_on
12258128601,8735304,review_on
12259645940,8735304,review_on
12253108000,8735304,review_on
12253982251,8735304,review_on
11952890172,8735304,review_on
12256309151,8735304,review_on
12257739512,8735304,review_on
12255523890,8735304,review_on
12257744614,8735304,review_on
12256377029,8735304,review_on
12258946063,8735304,review_on
12266632823,8735304,review_on
12243866628,8735304,review_on
